Column1;Column2;Column3;Column4;Column5;Column6
OVO003336;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF AALTER;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/58e5a98d0c1886f7a2586f9764771187cfc54e2d8fea0ee70561a7c9173f23f0
OVO003337;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF AARSCHOT;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/86b091345c1db7a6cc6f20c42bb48ac33955a5a0455b7bc04f0de2fb3428aa18
OVO003338;;Lokale overheid;Autonoom Gemeentebedrijf Ardooie;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d11eeb1f72ec90f9dac00216e970e250ed50f12d51b392285384bc66866f4af5
OVO003339;;Lokale overheid;Autonoom gemeentebedrijf Arendonk;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/03e09c5e8596149d461b0f73d0fa47b07c7e85cf8664265ecfbec967ab5cf0d9
OVO003340;;Lokale overheid;Intergemeentelijke Maatschappij voor Openbare Gezondheid in Zuid-West-Vlaanderen;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/09ba2fe670a607d3351a0e60cbd79f9e1a04992d576ccf33e842c80e669da996
OVO003341;;Lokale overheid;Autonoom Gemeentebedrijf Asse;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d7a3fb84986fb678bc6cfdc438f0c2279479d36a29cf93e55018c8c5de9eb640
OVO003351;;Lokale overheid;HULPVERLENINGSZONE OOST (VLAAMS-BRABANT);Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/9fdf19f0cfc9e12bd58fc10c4da6e8c6c40e813ec5b9f3bdde92cb00ecd972fe
OVO003352;;Lokale overheid;HULPVERLENINGSZONE CENTRUM (OOST-VLAANDEREN);Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/4bb83a0635b69132a4de91667c0a30f228720bda01584b3a01c4cf7ddfc12664
OVO003353;;Lokale overheid;HULPVERLENINGSZONE 1 (WEST-VLAANDEREN);Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/2c1fc56876479e83c7b144e98b84174dd10087ae59621204b9d6701d968e8aba
OVO003354;;Lokale overheid;HULPVERLENINGSZONE 3 ZONE RAND;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/2d25be1712e809bbeed7d439c93bace752e0742f6b2ed9802302dec9a8906e2a
OVO003355;;Lokale overheid;HULPVERLENINGSZONE BRANDWEER ZONE KEMPEN;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/215d1409dda860a1ce4f39f1f6c082c5662620d9d29de456f4242fb6cc6df0b5
OVO003356;;Lokale overheid;Hulpverleningszone Brandweer zone Antwerpen;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/c8d171d9735146131fcb9e2ad7f4e271585b0bf68f7a43d8873b6848576d13a1
OVO003357;;Lokale overheid;HULPVERLENINGSZONE MEETJESLAND;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/0e951dd15341d38413bf809f16ef5f1bd163092001ac04ce78a4de5b5e9cdd37
OVO003358;;Lokale overheid;HULPVERLENINGSZONE BRANDWEERZONE MIDWEST;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/b312420a9e4331da36afd70237db5061825cacadcdaa68e6ad0f1ea8a9426f77
OVO003359;;Lokale overheid;HULPVERLENINGSZONE NOORD-LIMBURG;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/505e727b7b078c3eb9a05f754d834fca559d28cb3cdb02d5e4cdb3be300ea699
OVO003360;;Lokale overheid;HULPVERLENINGSZONE TAXANDRIA;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/c1fcc0a6c6132cb34dff9ed6e6f361d1587c211ac8ec1ddef409510bf68b724b
OVO003361;;Lokale overheid;HULPVERLENINGSZONE VLAAMSE ARDENNEN;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/bfc36f138e0c7d11757eb321d034cfbffce281679eae93c2bc5df1048aa05789
OVO003362;;Lokale overheid;HULPVERLENINGSZONE WAASLAND;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/e8bd746e2dc3c5a72fe4fb3da0c92803b0728150bdd66e860d6218bc83098941
OVO003363;;Lokale overheid;HULPVERLENINGSZONE WEST (VLAAMS-BRABANT);Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/b3e202bf5ab9d30f1928f7a1ea8911c60da595819774702eb1745e83c25cf106
OVO003364;;Lokale overheid;HULPVERLENINGSZONE BRANDWEER WESTHOEK;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/c74e71fb4ccf2e143731873471a890b87076a9b1dcc470b937b339d7c191fce4
OVO003365;;Lokale overheid;HULPVERLENINGSZONE ZUID-OOST;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/db5adb1e2e7ad0e33725b83edda44f9b4638e328a1534a1b4eef2683d337975a
OVO003366;;Lokale overheid;HULPVERLENINGSZONE ZUIDWEST LIMBURG;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/a3b32431cfbb18905e2c7deeaf9ef7af35cd17c55d053a05ed9cd8fdec550724
OVO003367;;Lokale overheid;IGEAN-milieu en veiligheid;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/c3d16711b63bb5afb85caa1ccc071fb4561e2f73d5577e011a0b624693ba5d61
OVO003368;;Lokale overheid;IGO;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/cd2f6f0b4e93922ab12f945b93a9c28145c2389cf67c16342798d3ed71375b2c
OVO003373;AZ ST-JAN Brugge;Lokale overheid;AZ ST-JAN Brugge-Oostende A.V.;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/b7abada470cd56a64d67b5450b35c3e96c07ce5d752d6207d4886ccc8f4852ff
OVO003374;;Lokale overheid;Beschut Wonen - Antwerpen;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/f3f1598c1a9fb9e3666a3001004e4bfdb028da702bb8755655c0946597bb8ea4
OVO003375;;Lokale overheid;BLIJDORP III;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/824d533ebf12d6c2fe9633c8c72c47712858773995e699424cf19687c8f0558c
OVO003376;;Lokale overheid;Boom Plus;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/322b6396c7548615f67db85da6128a083ee85ed07ec934d15fa971c46d0dce5b
OVO003377;;Lokale overheid;HULPVERLENINGSZONE BRANDWEERZONE OOST-LIMBURG;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/7800a6f5e9c3f646e274b280703730ed5e83fe0cba1f0d6c7fb18141337fe781
OVO003378;;Lokale overheid;HULPVERLENINGSZONE RIVIERENLAND;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/98967d1e1e3dd66ac9e32bd1d536ee8e85c9126cc5fc04354a335d5aabcf9b01
OVO003379;;Lokale overheid;CIPAL;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/8b747c5b4c6da1463f09c552e8ecb825f0bfc489348d649e49e1d3ca11e748d3
OVO003380;;Provinciale overheid;Cultuurhuis de Warande;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/ca68202ecd1d5ce242c56444eadc6662844394e568180dfb011fac1d72078b1b
OVO003381;;Lokale overheid;Cultuuroverleg AZURA;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/f057bbcbe2ca3af842e632dc5d150698176ed9e0e08b61b7c8be48add23d639b
OVO003382;;Lokale overheid;CULTUUROVERLEG MEETJESLAND;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/b178be2850c9c13af987fe528f49d73be23f079818b8fe36f55d1524f17c70af
OVO003383;;Lokale overheid;CultuurOverleg Zeven;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/fa5170c84d3a72af63744b75ab3c6cc59aa7dbee3f3a27f6e096e67837b85463
OVO003384;;Lokale overheid;Cultuurregio Pajottenland & Zennevallei;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/b1cfcdebeee024e79b381d90a492a8eda63991d8e45c1f16330d78246194df6c
OVO003385;;Lokale overheid;DE BLAUWE LELIE;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/079159c373e29e05221c4338a2440e4f58ddababa1d8f94dedf792b5414baf61
OVO003386;;Lokale overheid;Dender, Durme en Schelde;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/daf6a1611966a18c73621d826d821e35171ffd8bf0bec74ba4ddc6a214b1b7c6
OVO003387;Dienst voor schuldbemiddeling Waasland;Lokale overheid;Dienst voor schuldbemiddeling Waasland;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/a79dd82a5e400056b3f233fc646850f57918b6173036efa1c3597971cdc6649f
OVO003388;;Lokale overheid;DIENSTVERLENENDE VERENIGING PELT;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/7bb57aedcc889acea426829ed00098593f424f895745b24791dcf7efaeb8fd29
OVO003389;;Lokale overheid;Dienstverlenende Vereniging voor Ruimtelijke Ordening en Economische Ontwikkeling, Veneco2;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/1d3478c91c85f0fbd40a684bbdb94e74f255a22634f4fc32f7bb83ef89df54e9
OVO003390;;Lokale overheid;Intercommunale Maatschappij voor Gas en Elektriciteit van het Westen;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/46aa6cf0a8e1db3b7a1b010853d762b0c971c26c6e111329edc236d204c9672f
OVO003392;;Lokale overheid;Eco Werf, intergemeentelijk Milieubedrijf Oost-Brabant;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/79a8b906745ef60f03fe153912adda80c530ef733ee0ddb4e30602e2d8611159
OVO003393;;Lokale overheid;ERFGOED NOORDERKEMPEN;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/5862e658553517377cbb93414fab16bffa3f79c86e24efc0217f19ae0d328a69
OVO003394;;Lokale overheid;ERFGOED RUPELSTREEK;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/26b729671fff1583d8b0fb1f331e2058b404a106ec4ad6d023e843304f85335a
OVO003395;;Lokale overheid;Erfgoedregio Hageland;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/f2b1910365456f2dd2fafde8cb5e08f5baecb6fc4efa48bcea077f869674429f
OVO003396;;Lokale overheid;Water-link;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/74df7ba8b29a0d1481610e886110d971ee66e43ec3a586e1a873c241d1ce9e48
OVO003397;;Lokale overheid;Financieringsintercommunale voor Investeringen in West- en Oost-Vlaanderen;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/a5fced1aa1614b9bace5c896cbec16b63f1e05057c231b1f1f7b07624506fb0b
OVO003398;;Lokale overheid;Autonoom Gemeentebedrijf Tielt;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/bb491546f6a8a5822aa4d4b992f527315587c8a9f98e88128a91a6b568d13521
OVO003434;;Lokale overheid;Verenigde Kompostbedrijven;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/aec8cabce7f06f1db4501cfd05deaebcaf4a418578f59f107f06bca7d4825b40
OVO003435;;Lokale overheid;Vereniging De Schakelaar;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/265f6bcddea9c9e994472376c40bd5591df678ab9fdba41d5d65933467d83f59
OVO003436;;Lokale overheid;Vereniging Dodoens;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/5072fad918135764714007cea2f3573462199d6cbe7b96d6ac57d1c9b7bde399
OVO003437;;Lokale overheid;VERENIGING OCMW-WIELTJESGRACHT;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/7d1254994765887e47ee3c9a2551f6a790a02a1747809285f52e7e690c12f2ca
OVO003438;;Lokale overheid;VERENIGING ONS TEHUIS VOOR ZUID-WEST-VLAANDEREN;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/c4486571e2cf6a0656e29a47a3f210cf9bf732876320953c5759aef27b639842
OVO003439;;Lokale overheid;VERENIGING 'T SAS;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/84ccc300d580fb3de6b36fab26524b43da45e7213d205b57b9db715dc24d35f3
OVO003440;;Lokale overheid;Welzijnskoepel West-Brabant;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/507182a9d6532733ac375988f8288bd1f5fdc2cfb1bee374bb6f5046bf307d4d
OVO003441;;Lokale overheid;vereniging voor Samenwerking rond Preventie in het kader van Opvoeding en Onderwijs Regio Brugge;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/4f452f5ad74a9cf4c6af447cb07157d8dad793abecff39729d7ab2eb582ec290
OVO003442;;Lokale overheid;VERENIGING WOK;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/e2dfbd3a56dd87414968d7454dcfde193145e331ddcfc86fb48a9c79b5c0cef3
OVO003443;;Lokale overheid;PROJECTVERENIGING VIERSPRONG;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/123e25f3315abbe9c60cc2334d59392342a51cc7ad74ce41771ec2f3558dfe6c
OVO003444;;Lokale overheid;VIVAQUA;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/8ceaf793863638005ae441d76e37b93a1c122bc5d112bec9c40cbaf9d6c0b890
OVO003445;;Lokale overheid;Financieringsvereniging voor de Energievoorziening in het Antwerpse;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/77e7c982b4c1f0f387e91d9388ffe0646cfb260ffd4c3684a696acba744dc194
OVO003446;;Lokale overheid;Financieringsvereniging voor de gemeenten van Gaselwest;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/f9f4fd6510bda0602c85a9b7caa1d9595f84fd7a2d528f906c0390c05e341752
OVO003447;;Lokale overheid;FINGEM;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/ad9947bf12614a73120ae8e8653f04b26960a883e6149ebe41f47fd45da53a86
OVO003448;;Lokale overheid;FINILEK;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/981f9ad1586bd002777ad0b8238ffc4335b8b9c875f09d9cf2959a4f46e0f58d
OVO003449;;Lokale overheid;HULPVERLENINGSZONE FLUVIA;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/9d0e3fc23f4fb9c23cbcc30474a1e518c9725c069255090d46eb58c13d62baef
OVO003450;;Lokale overheid;GAPA;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/9c3aa8f9c9d19248f9e198f2a5b3db7514aefdc35e6264c519b698f88dd84a79
OVO003451;;Lokale overheid;Gemeentelijk autonoom bedrijf Hamme - Hamse investeringsmaatschappij;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/b6b246cbace352468b3d592c6fba8e322f95555835f605149f4bbfd0e25bc6e4
OVO003452;;Lokale overheid;GEMEENTELIJK AUTONOOM PARKEER- EN MOBILITEITSBEDRIJF ANTWERPEN;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/342b455c4a859c4f750dcf3ebdc5842c2687840117ab6cac3c991b71306f91ad
OVO003453;;Lokale overheid;Gemeentelijke ontwikkelingsmaatschappij Laakdal;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/8fbc860108da43ce978ba0559acfa1f3404a10ea6e6cb6a7c7de9b1a5ca9d1e2
OVO003454;;Lokale overheid;INTER-ENERGA;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/e53d6b0b72d98809655e6623a0c25c0f6ba815d20dafb5c11838b06c61cae2b1
OVO003455;;Provinciale overheid;Havencentrum;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/686e3c12c1be2a8ead91fca38652b40f11e3f62752631d6bbc6746d686f4f661
OVO003456;;Lokale overheid;"""Het Eepos (Wonen voor volwassen personen met een handicap)""";OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/9f839b41d7dba917e53c483d35e693b2cefdb89a13a080faa762845af6a9a337
OVO003457;;Lokale overheid;Hout & Blooteland;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/d803e24fee88bed6f28f45f869f7469ce77f3f905c033caa6d7526a743f3094e
OVO003458;;Lokale overheid;WOONDIENST REGIO IZEGEM;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/0964427f9f2e113607681e5c25bf744a41bc412a94e1c0acc784a48d79441df6
OVO003459;;Lokale overheid;Fluvius LIMBURG o.v.;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/a3e6c576223bebf43dcef2cd99192329b1361d2923c3de5a3b7ee425c352e086
OVO003460;;Lokale overheid;Fluvius West;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/934917cdce95b7d47219ca88ba5dfaf99d41d1580985a3ff521650c115905da1
OVO003461;;Lokale overheid;INTER- MEDIA;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/5ac1b2b79334a5e0cb44625c86f6037543d669dc420650dc389f31d4524bdc4b
OVO003462;;Lokale overheid;INTER-AQUA;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/302ca100d1f4970a9146a513f0d229cc6e67bda5c968eb176d1c4f89b95a20ad
OVO003463;;Lokale overheid;INTERBAD;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/388e4decec9cdc2dc05623b8f5fcc8cb2ba0c7d6d22c91930cf2e83606fca988
OVO003464;;Lokale overheid;INTERCOMMUNAAL SAMENWERKINGSCOMITE VAN WATERBEDRIJVEN;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/ad5b386c0cb68ca51133b8e689e21ba6d3dc94726f2578f14631a61caaeaf8ac
OVO003465;;Lokale overheid;Intercommunale Grondbeleid en Expansie Antwerpen-dienstverlening;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/f40698297085d1294433361d09855d1b46e3a1752b23dcd01ea68a379684ae45
OVO003466;;Lokale overheid;Intercommunale Kustreddingsdienst West-Vlaanderen;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/3648f86dc8200d5a96051a21aa6056b802ab941fee3843b9fb1cb4c767c4a268
OVO003467;;Lokale overheid;Intercommunale Maatschappij voor de Ruimtelijke Ordening en de Economisch- Sociale Expansie van het Arrondissement Halle-Vilvoorde;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/55e0bbafe53638319a0194d6bd531551457e5e005499dd34780a273efb943bdb
OVO003468;;Lokale overheid;Intercommunale Maatschappij voor de Ruimtelijke Ordening en de Economische Sociale Expansie van het Arrondissement Leuven;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/d5eddbb558ba24514f315f3a0fb6c2c35dff17c68ec93a1dd7e0d7efe73d77b7
OVO003469;;Lokale overheid;Intercommunale maatschappij voor de Sanering en de Inrichting van het Dal van de Woluwe;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/ade6a3d0e031660258649f141b8f17015da01557581f74122147c738af83b0c4
OVO003470;;Lokale overheid;INTERCOMMUNALE MAATSCHAPPIJ VOOR ENERGIEVOORZIENING ANTWERPEN;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/6290ea6bdd9ae31dc8821e5ea96e42bba1a49ddefbaad13a9d83888c814225bc
OVO003471;;Lokale overheid;Intercommunale Maatschappij voor Energievoorziening in West- en Oost-Vlaanderen;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/fc38ab482136f9a3193adc71d86945aa40566b43a81767fef0c88ac9cf1ea6d3
OVO003472;;Lokale overheid;Intercommunale Maatschappij voor Watervoorziening in Vlaanderen;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/85a1c6094c7ae59bd443138cb15d2430f45ffacc191ba56bdbf41bcddd94bfee
OVO003473;;Lokale overheid;INTERCOMMUNALE ONTWIKKELINGSMAATSCHAPPIJ VOOR DE KEMPEN AFVALBEHEER;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/ccdae84a88350f38b8244305ba8d13b4a50951f3a6cb1da2387405b92037828b
OVO003474;;Lokale overheid;Intercommunale Schulens Meer;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/f85e4d1729aeb88670f5305fb5c373df2072190ead153d6b9364b65b9e0b3a8d
OVO003475;;Lokale overheid;Intercommunale Vereniging Hooge Maey;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/bae67c058833fcddb14625a29f0b01d833639661f2ec0b6628e42f058e6cdc7c
OVO003476;;Lokale overheid;Intercommunale Vereniging voor de Ophaling van Afvalstoffen in de Gemeenten van de vroegere randfederatie Tervuren;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/a34622eeec02e47f8dbe029a781d69acf7f07eab119eef7655328f5512aadfdf
OVO003477;;Lokale overheid;Intercommunale Vereniging voor Energieleveringen in Midden-Vlaanderen;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/b585fb63a6ebc301c4c3c2f5f45ae92682622d70330128f160fcd1c4481d1d3f
OVO003478;;Lokale overheid;Intercommunale vereniging voor hulp aan gehandicapten in Limburg;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/851f0fa90c8c44a593ac497b3fbc01a4a1147172269c4201030c6ff3751a8945
OVO003479;;Lokale overheid;Intercommunale Vereniging voor Vuilverwijdering en -verwerking voor de Veurne en Ommeland;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/48d8f4d820130b9ea112007060cb8c0e6fd020493f661d8667405d825201622f
OVO003480;;Lokale overheid;Intercommunale Vereniging voor Vuilverwijdering voor Vilvoorde en Omliggende;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/f8087f75763aceb46fe2d103a6801bfa6986fc5b17d84b7b1d47742ae006a159
OVO003481;;Lokale overheid;INTERCOMMUNALE VOOR AFVALBEHEER INTERZA;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/0d43a685df6082a3c14ed4ac74f9566ae09c679e1df5aa720ef6cda3e37bb72c
OVO003482;;Lokale overheid;Intercommunale voor Huisvuilverwerking en Milieuzorg DURME - MOERVAART;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/63b99975033f43bdd2278ea9370ff1a4dbca4f8b69fa44dd6ed33a231511540d
OVO003483;;Lokale overheid;Intercommunale voor Huisvuilverwijdering voor Burcht en Omliggende Gemeenten;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/85a66d8034a338984450701e8afe87aba7d4845205b11b1ca4eea918279df5f7
OVO003484;;Lokale overheid;Intercommunale voor Ontwikkeling van het Gewest Mechelen en Omgeving;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/1a67f66df5dbda2402ae9ab41597032d10dd5980d5d0d3785c1c2afebfeaac07
OVO003485;;Lokale overheid;Intercommunale voor Slib- en Vuilverwijdering van Antwerpse Gemeenten;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/e722e2a640136f8fca8c8f27aff77b84bcbce3b9d3fe4f9bbd6e9a83223bca30
OVO003486;;Lokale overheid;Intercommunale voor Waterbedeling in Vlaams Brabant;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/ee127b8376c6b533ac58c6f59a8e6a5d313d15dbf65b178ca201b4ca39522155
OVO003487;;Lokale overheid;Intercommunale Watermaatschappij;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/55032ecb683145685c3b44cc0ca8da2fda8da8ac53488a546748df15559c5b08
OVO003489;;Lokale overheid;Intergemeentelijk samenwerkingsverband Scheldelandschapspark;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/11410c82b479306316ccaa6d18f695bf276b71e3dcdb95af5df9530b3125aecd
OVO003490;;Lokale overheid;Intergemeentelijk Samenwerkingsverband voor ruimtelijke ordening en socio-economische expansie (SOLVA);Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/9e1a43e3eea9453e9141292a3d28aa82e41b65ec7089208c3bbe2aca902ec640
OVO003491;;Lokale overheid;INTERGEMEENTELIJK SAMENWERKINGSVERBAND VOOR VUILVERWIJDERING EN- VERWERKING IN BRUGGE EN OMMELAND;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/2977f33873172bdc36e61de8e299af2b70967fe412fed37548d4d7d4499fcae3
