Column1;Column2;Column3;Column4;Column5;Column6
OVO003594;;Lokale overheid;Autonoom Gemeentebedrijf De Panne;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/ef75a0af1692c0c9158d5b07e79b029a85ddebd63b2e73a9e9357ea225c11fb4
OVO003595;;Lokale overheid;Autonoom Gemeentebedrijf Dendermonde;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/c465b98a4eea9178a0922d138579bdd6ce78fe9a58c7ee8c906bcc992c17896c
OVO003596;;Lokale overheid;Autonoom Gemeentebedrijf Diepenbeek;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/e9ff7d76b21f3b53e43fe7309e52c25cdf09e8ad0462ac547dd3f95109de1dc5
OVO003597;;Lokale overheid;Autonoom Gemeentebedrijf Duffel;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/f5e0c1fcc79887f8ca7d8020dce6d0a1da714cea6a576fa3ca15a2414657729d
OVO003598;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF ELEKTRICITEITSNET IZEGEM;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/7cd078c3db8a9d7f4b96fdf3b1e9123bcf6f077538660e8510ad349862346a3b
OVO003599;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF ELEKTRICITEITSNET MERKSPLAS;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/f4231a68455e39173cc19936e9b1b92497f34c44af021f733df65875389a5bd9
OVO003600;;Lokale overheid;Autonoom gemeentebedrijf HAVEN OOSTENDE - Régie communale HAVEN OOSTENDE;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/8f36b497b68f055dd4fbb84314e4b8e177ff6853aa59bbe0a4d524eb3404ec3c
OVO003601;;Lokale overheid;Autonoom Gemeentebedrijf Energiebesparingsfonds Antwerpen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/76a649af4784166f6dec6079e6fa38acde4d860ab9133c955085018a7875b1c9
OVO003602;;Lokale overheid;Autonoom Gemeentebedrijf Erfgoed;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/c5b561ff9656b79531665343c52b69b5ff26d66ed234d315987b8add97364fd9
OVO003603;;Lokale overheid;Autonoom Gemeentebedrijf Essen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/2e8b8cd3e72418bac7bdf822bec41eaa712c58336bf6de8c247d75aa793fbfa7
OVO003604;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF FLUCTUS SCHELLE;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/e0b593eef5582d059f9735ab0b4c7b74ac6466f599f5c2dd960191d3545759f2
OVO003605;;Lokale overheid;Autonoom Gemeentebedrijf FRGE Mechelen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/b51830c8c88c916b24621a3674f72ab5b0c2ba6d1a3678a4fd5bb64c9627dfc3
OVO003606;;Lokale overheid;autonoom gemeentebedrijf geel;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/f7e5bf14510429f7bf7ead581fecd66761cb0606caf62747eb99f26c58718d81
OVO003607;;Lokale overheid;Autonoom Gemeentebedrijf Geraardsbergen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/b9203a8b05d488ae5418033e2de5d76cc9841d34bdd59228c1e61ff401de44b2
OVO003608;;Lokale overheid;Autonoom Gemeentebedrijf Glabbeek;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/4007911a9bdb6dde20cf16ade0a9520aee8b2c2b2a1edff7ab639eadf9e9432c
OVO003609;;Lokale overheid;Autonoom Gemeentebedrijf Grimbergen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/71751b8ce538b727afac3db25eeb145a87b2415f9a2a02ee3df759ee0abf4699
OVO003610;;Lokale overheid;Autonoom Gemeentebedrijf Grond- en Bouwbeleid;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/abba9868f1b06e7a5b47e35340359288bdbf837ff854424dc3aeda3f3152b1ab
OVO003611;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF HAACHT;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/f50eb6223ba7f58fb2734074efb10e811f49e47d2475d55d84ec3659851128ee
OVO003612;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF HALEN;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/403cf2c87ed174c278f9288e986f73d7ea460aae2472f8ab6c1f2463e643d65b
OVO003613;;Lokale overheid;Autonoom Gemeentebedrijf Halle;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/86471b9b89a1a536ecd59088cadfc51703fd66a4bb351c5dc370d3f71d20e3f8
OVO003614;;Lokale overheid;Autonoom gemeentebedrijf Heist-op-den-Berg;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/debe5a67407f1d2501e4d068747798e1d38e5f3b570b5eab18fd2e383e495469
OVO003615;;Lokale overheid;Autonoom Gemeentebedrijf Hemiksem;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d5f337b96ec0d924addb4e754ad877545ed28ec1a9a96b6a33325e560e787bff
OVO003616;;Lokale overheid;Autonoom Gemeentebedrijf Herentals;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/5f8d6d52ce73ad94e95cd0f97f8b275b869e4fa79cd8afed50395ad9b9b7f547
OVO003617;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF HERK-DE-STAD;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d17190b8c5cd15be8c7417dececcbf9a2410aaf83a5b639fc53cb130a1d1c602
OVO003618;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF HERNE;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/c6f0bca7de9ab3b73cb12cbe2332e5f7e7e5d9850966c49e7319ee78d876b76a
OVO003619;;Lokale overheid;Autonoom Gemeentebedrijf Herselt;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/e1c62a335d473a956bdb049814a4660bf89560ae71b8621f6e7bc20f545838d5
OVO003620;;Lokale overheid;Autonoom Gemeentebedrijf Herzele;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/049665d9c354c0eaf41c2f9fb74343ba2090ad02c4871d3a95d5e29ecb91d3ba
OVO003621;;Lokale overheid;Autonoom Gemeentebedrijf Het Gasthuis;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/caa03ffd9aeb74baf941d678e902fd41a8a8dd95398ef885694c72de63a1351e
OVO003622;;Lokale overheid;Autonoom Gemeentebedrijf Heusden-Zolder;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/02d118c277771ca341d9a80b4808f7ca1548b0805b2b93152b31fbe0f649f5a3
OVO003623;;Lokale overheid;Autonoom Gemeentebedrijf Holar;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/7bb446534d60c38d4c8a04fa0ec2cc8f7b5109003e4470f5c0e9f6fcb96f72e7
OVO003624;;Lokale overheid;Autonoom Gemeentebedrijf Infrastructuur Maaseik;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/b83436a463e3511f19f6fa8f3098e4daa433f3bc1dc16e5c08ed517500dbd53b
OVO003625;;Lokale overheid;Autonoom gemeentebedrijf Kalmthout;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/65c4e7898d585670de7b93fbdf2fc3d9a1d032a5b9bf9bbb89cb15b46edcb6a5
OVO003626;;Lokale overheid;Autonoom Gemeentebedrijf Kapellen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d2fdedd90b3cb372feef6c39bf0e4ee8073cc9080bbb22814d2f490098811649
OVO003627;;Lokale overheid;Autonoom Gemeentebedrijf Kaprijke;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/78764a89e722e6b4e68a777942a0a965ac2d1b7fc6f5916bd21f139e2e776198
OVO003628;;Lokale overheid;AG Kinderopvang Antwerpen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/0f8bb88e65741fd046d2f2c5542c96a14a42cfe1228d1b1387bb0441b33a6fb1
OVO003629;;Lokale overheid;Autonoom Gemeentebedrijf Kinrooi;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/10a87c515116086d4a849d83d5105bab3ad17cdbc42f7c8b1d43e4d30d253db2
OVO003630;;Lokale overheid;Autonoom Gemeentebedrijf Koksijde;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/30150105ca468d1b19386bec5f9e93b81ce2e4dd3874c0708727262fc3cc27e5
OVO003631;;Lokale overheid;Autonoom Gemeentebedrijf Kortenaken;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/e9ea110ef3a9ffaad3be6670515a98b49f74e6827916eb962b72942c65efbec3
OVO003632;;Lokale overheid;Autonoom Gemeentebedrijf Kunsten en Design;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/29288f0ca7906536e4eaca09e9a12b258f91c41006fbc490eb6baa38eb958c8c
OVO003633;;Lokale overheid;Autonoom Gemeentebedrijf Landen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/37f67d5f7c88ef4193b7c68cb2d1dfc17a3ffb8ed5ec4af381d6e73a8ecb78d9
OVO003634;;Lokale overheid;Autonoom Gemeentebedrijf Lebbeke;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/cb1c6d91813d744a3b2a1ae44f0603134ef0f897e695b44da9a0a58953bc0f24
OVO003635;;Lokale overheid;Autonoom Gemeentebedrijf Lendelede;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/318bea04b07639aa272697c32c98fb7c7d79e6f74264081003c223ea0ff2f925
OVO003636;;Lokale overheid;Autonoom Gemeentebedrijf Lille;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/cc641190ff45d4eee0f4934f2385565397018d91b361d6e8fae90f4763f311db
OVO003637;;Lokale overheid;Autonoom Gemeentebedrijf Lommel Patrimonium;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/b0da78eff1fb1952e35a5262c7faca2b73bef24bf9a3ed6af88496022678b3ff
OVO003638;;Lokale overheid;Autonoom Gemeentebedrijf Maaseik;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/907dfaa53225a47fdc66f952ddbe98682acd9cd8285a2f298103b33b94f7576a
OVO003639;;Lokale overheid;Autonoom Gemeentebedrijf Maasmechelen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/6b15588f0dafa2227219b722d6e99de626ec0b4c6835a7a43416181059bc3c24
OVO003640;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF MALDEGEM;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/5dd2dc635e884a73e231eb391d00149a3ff4fe5d0c0bf1464d36e98146206b86
OVO003641;;Lokale overheid;Autonoom Gemeentebedrijf Mechelen Actief in Cultuur;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/2a9b3ce162341512bdfd86885bc3dd0149c19b47699c272dfd9c89b6b9d3ef96
OVO003642;;Lokale overheid;Autonoom Gemeentebedrijf Meeuwen - Gruitrode;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/61479013af87a73a8c2e7d8bea3a0875f3ed91cdda8553f53032549e05940f9d
OVO003643;;Lokale overheid;Autonoom gemeentebedrijf Memorial museum Passchendaele 1917;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/9b61de8f519e608c8036defc906b866d3e37ccb66b7a90e77e1f44fcb1bef480
OVO003644;;Lokale overheid;Autonoom Gemeentebedrijf Merchtem;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/705d1d669f2a47afbe1eee73ab8e9b94421b0aa4ee34c38047686533e1029554
OVO003645;Autonoom gemeentebedrijf Merelbeke;Lokale overheid;Autonoom gemeentebedrijf Merelbeke;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/f33d06a3505a89497193b17b76478804a24b6929fa8a57fb0de47e1a7300a31a
OVO003646;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF MIDDELKERKE;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/83d66d9bd034f307d179d611ef77ff9e705ce1d75c13cded299badd53d5213db
OVO003647;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF MORTSEL;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/6a178c83fcb1a0161b3ed62616eac8ea5442737d2d8259ed6f46e07c03241238
OVO003648;;Lokale overheid;Autonoom Gemeentebedrijf Museum Leuven;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/6ad4129b8c8787eca3b2f943a37ffbb3530b0a17111bb5cb95322bee40563788
OVO003649;;Lokale overheid;Autonoom Gemeentebedrijf Nazareth;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d0ab9b30cef75fe8c96ea80fa5f1e73cd8fd361307632fc1ea57cdf2c1bee43c
OVO003650;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF NEERPELT;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/49ec40b83c61a0a70b5574e757ed6d4e8169630f2ab5c4e022d8fb28b8cb0a79
OVO003651;;Lokale overheid;"Autonoom Gemeentebedrijf Niel ""Argilla""";Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/80a1eada0bfcba14bd568185cc7996aa76c83e3c38e5df97592f8bcb5b1d621e
OVO003652;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF NIJLEN;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/cd9be459e61b42e1301c7f8918339d8ebcd3fdef7c85d30f90f4f1c160e9ed52
OVO003653;;Lokale overheid;Autonoom Gemeentebedrijf Ninove;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/a6caec4873f59befa70697c8fb180e501b7314cdf59d45b3b7a69ed9953d5123
OVO003654;;Lokale overheid;autonoom gemeentebedrijf olen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/e4e2db140c3425ea61cc01d83ac8efc6b68f64aa8fdee419d0f8da13a01e30cf
OVO003655;;Lokale overheid;Autonoom Gemeentebedrijf Oostkamp;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/2e6bfd281967920ad0053864d0959e65d024dbec7b401c42d7b93cc9eab270b7
OVO003656;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF OUDSBERGEN;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/e45e6ad275ae04001029796b3771fa418b32414269ee741a5cf120a580ff673b
OVO003657;;Lokale overheid;Autonoom gemeentebedrijf Oud-Turnhout;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d8fdc087c67efbf317d7f12d6caafbafae2d3516b4dc2e430fd6a1927806112a
OVO003658;;Lokale overheid;Autonoom Gemeentebedrijf Parko;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/064b86e028d3398fc236c6407b81a36b1c5298658d90d407e34035dabfc582dd
OVO003659;;Lokale overheid;Autonoom Gemeentebedrijf Patrimonium Bonheiden;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/98b6959a1b0c0d279a04287baf77d310097e07640b43ea654da8012bc6cb77fe
OVO003660;;Lokale overheid;Autonoom Gemeentebedrijf Patrimonium Temse;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/78198698632b92fbbdc965e4c531c4e016e2fe3f10da95f885402c36365f98ae
OVO003661;;Lokale overheid;Autonoom Gemeentebedrijf Puurs;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/1c74544a407317a106a520df62f482c7d3d68f246141b056fd982b94ab2a90e2
OVO003662;;Lokale overheid;Autonoom gemeentebedrijf Sport, Cultuur en Ontspanning Ronse;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/ce333adebd6614199af610e487ba6a9c4c2ec6781e354b1b925d790572905efa
OVO003663;;Lokale overheid;Autonoom Gemeentebedrijf Roosdaal;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/3e85c22e16805e6b2aa95b700a7a98e33dd1fa5897cd0f1eba12750fc14b3db0
OVO003664;;Lokale overheid;Autonoom Gemeentebedrijf Schoten;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/c319a3c9388be82f10f5bf89734e4e83f713ea1d07f113e2f8ea946a232d2c30
OVO003665;;Lokale overheid;Autonoom Gemeentebedrijf Sint-Katelijne-Waver;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/9e32f9e09afd6c2fb97333251def939d5f8e0b59cf2099cebdc5837dd915f3d8
OVO003666;;Lokale overheid;Autonoom Gemeentebedrijf Sint-Pieters-Leeuw;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/75bd7f9e019276e6b5a4d03004c416e673ff032d12064b6d1ff63bc5409665a8
OVO003667;;Lokale overheid;Autonoom Gemeentebedrijf Sport Actief Mechelen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/a2da321ebc3da96b2e852105861173fb3e38e9e17c32933bf08722286271e061
OVO003668;;Lokale overheid;Autonoom Gemeentebedrijf Sport en Ontspanning Hove;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/62750c0093310bc293d1a89dd44abb34a1402e0ccb5b06f9f7e590d7dfe642ec
OVO003669;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF SPORT HOUTHALEN-HELCHTEREN (AGB SPORT);Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/a375a86829b8d4b7c4ffade0b200ed5047d9eb64b5243b54e072c53a13cfa22e
OVO003670;;Lokale overheid;Autonoom Gemeentebedrijf Sport Hulshout;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/4512ddf72ed62ab139cacd86871034a760c230160bbd136c29d8154f6f915ec1
OVO003671;;Lokale overheid;Autonoom Gemeentebedrijf Sport, Cultuur en Recreatie Ieper;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/647fb5c1b431b2be6ea938673ebc10b794cb78fdf17afa3a0d58c14f5748785f
OVO003672;;Lokale overheid;Autonoom Gemeentebedrijf Sport, Cultuur en Recreatie Kruibeke;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/fc4ab3a9032d05f4f9adcee44f0186a552fbd8c769cd531a633bef83d0d1e631
OVO003673;;Lokale overheid;Autonoom Gemeentebedrijf SportAG;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/cb3a3487159493e27c252ebace45551e6c0a2a07f9f5abb8cbc2fcafd3867aeb
OVO003674;;Lokale overheid;Autonoom Gemeentebedrijf Sportcentrum 't Hofeind;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/ce1d2c35aab153f16e0bb65ae972e992beb0ac3affc2d13c63433dcee8270407
OVO003675;;Lokale overheid;Autonoom Gemeentebedrijf Stad Deinze;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d9103d0e0e81bebd9c1eadbc7ac77dc046117522d05aa944a25ad28c3acdfdd9
OVO003676;;Lokale overheid;Autonoom Gemeentebedrijf Stadsontwikkeling;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/c3ad892119de5e053cfa6a166d1578330ad93f237dbda32b67323c46f98e1a9e
OVO003677;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF STADSONTWIKKELING BILZEN;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/5d616f95de98d8fcaf42d087dbf905a942ec98787e61bc9c816c451a76567dce
OVO003678;;Lokale overheid;Autonoom Gemeentebedrijf Stadsontwikkeling en Patrimoniumbeheer Ieper;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/fa31b871893350016e02634fed022edb4fd8d3a5da3290f0aca14371b5438537
OVO003679;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF STADSONTWIKKELING LEUVEN;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/e975ddd23d68827a667626b894112d8163050ab8d8495fa0be2639a5e05dd4fc
OVO003680;;Lokale overheid;Autonoom gemeentebedrijf Stadsontwikkeling Nieuwpoort;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/123e44ba5b6136da167d209b8d16a5509456d56bcfbd6779dde010a5a305cc0c
OVO003681;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF STADSONTWIKKELING PEER;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/c4880f97bbca3e0d5cbdee8a3af11942b026c6f4bf1668e883850536f65e5a5a
OVO003682;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF STADSONTWIKKELINGSBEDRIJF DIEST;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/972a983b83412a23886236a7f8a3c21bf6765879c4104ba9037199a7efe084d1
OVO003683;;Lokale overheid;Autonoom gemeentebedrijf stadspatrimonium Sint-Truiden;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/1f5a8fb186baaa65c28a2be115c2ac96d8a4a1fdcf87e4ef9344cf6e5253fe73
OVO003684;;Lokale overheid;Autonoom gemeentebedrijf Stadsplanning Antwerpen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/1f88a033bc2f961a1a1f8081160c613be4a82bcefc94f65b41e8fcdbd87a2d66
OVO003685;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF STADSVERNIEUWING OOSTENDE;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/228a6eafda65209e5c9054dc08e3ed672b95a2538967d1cffce35b7452ac3dc6
OVO003686;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF STEENOKKERZEEL;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/0fcef44fd2fe177f4a92674f955d70378098c0e62479e953bf5930962b595b0b
OVO003687;;Lokale overheid;Autonoom Gemeentebedrijf 'T BAU-HUIS;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/c667d36bd4097f421f892d281dc9e7b1948d72b4e75d9999dc0cfab6894cec96
OVO003688;;Lokale overheid;Autonoom gemeentebedrijf Ternat;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d615037b0881e54c3a966e5a99a75c16bb1ebc9759e0c8f220b373733aca9d3c
OVO003689;;Lokale overheid;Autonoom Gemeentebedrijf Tessenderlo;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/a20c3dd6a449e3e934ac8e1ae35800d9e86b1286c4dd179da48fbb74068471d0
OVO003690;;Lokale overheid;Autonoom Gemeentebedrijf Tienen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/0024ad40392dff253a4dbd1485054d187640af58d2ed4210140ad6cc651305db
OVO003691;;Lokale overheid;Autonoom Gemeentebedrijf Tongeren;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/8686c05a78769749f97db731d7d761d82205d02e30640a74806829cebfd4b96d
OVO003692;;Lokale overheid;Autonoom Gemeentebedrijf Tremelo;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/89caf2681b8c28f2a15e656dcbd861b641a121843486525c692bd306cd69a665
OVO003693;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF VILVOORDE;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/1c9c7c70aa6408fc6f63c487eaea167fbc8eceda2aef2d7dff8c89dd2317f431
OVO003694;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF VISMIJN OOSTENDE;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/aa368412c2a6d17d41b78030f2914211a77e5cda29c673afc49bf4ac655bc913
OVO003695;;Lokale overheid;Autonoom Gemeentebedrijf voor de Ontwikkeling van Sint-Truiden;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/54f3abc210660046573af1b844779e5a2bc7110d8588e0b6ab3801aee5090173
OVO003696;;Lokale overheid;Autonoom Gemeentebedrijf voor infrastructuur- en patrimoniumbeheer Turnhout;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/a782c3c4e64bceeef7707ad4175aca615843683fc32c1a50249feee5beb3c43e
OVO003697;;Lokale overheid;Autonoom gemeentebedrijf voor stadsontwikkeling;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/0a0f52e2ece73e8f0bdfa4268ba47bea3e0d523fce943e1fb8927032563e065f
OVO003698;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF VOOR VASTGOEDBEHEER EN STADSPROJECTEN - VESPA;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/aefcfaf858797cec5d34bb058c67349059be706ce9082eb75bcd6b85340e144d
OVO003699;;Lokale overheid;Autonoom Gemeentebedrijf Vrije Tijd;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/e3203d42cfc9240b3eb1898cc31f7b04fdb259331354a3d7efa9cb80b589a14f
OVO003700;;Lokale overheid;Autonoom gemeentebedrijf Westerlo;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/b1d0b1f4598b001e1f8c9db2d196feba45d182e9d0b71028ce6ea02b93cb4b54
OVO003701;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF WETTEREN;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/ceeb43c877917c5edd29756692c60e26225c56effbbb3da0c82cd2876493f221
OVO003702;;Lokale overheid;Autonoom Gemeentebedrijf Wingene;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/49ee71abbb5b06208ff613b6f06768f199b883ebaed2497fcc94aa4c33d4aa01
OVO003703;;Lokale overheid;Autonoom Gemeentebedrijf Zandhoven;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/0ebab99ea0311baf2e6ac71dabc395f3fd8d457d08b90a6697c4453d1e649572
OVO003704;;Lokale overheid;Autonoom Gemeentebedrijf Zaventem;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/5860ea2ba216c16175b4c02403537bf5ab9604bd78b5d46bbba3b21c2b657474
OVO003705;;Lokale overheid;Autonoom Gemeentebedrijf Zele;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/153385e2ad0fa836180c3d91c06541f01e517dc929dd7afc7f3fa8d2f4d694a8
OVO003706;;Lokale overheid;Autonoom gemeentebedrijf Zemst;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/c7491efa10d9054df49b02cdb0c59b4b80a0885adb18875a6e7a57794c3f8094
OVO003707;;Lokale overheid;Autonoom Gemeentebedrijf Zottegem;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/25cacc3d5817e5a890774ce3f4d0fa12994a250b847c1c2d0f8722e2c454cd4d
OVO003708;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF ZWEVEGEM (AGB ZWEVEGEM);Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/5bbfb36c2014dd0915548249768ef2fc2b8910307299fc545a03a3e9f9e78c19
